# surface_flux.csv —— 问题 1 表面量分项（fig14 的唯一数据源）
# 口径：j_w=rho_d,s*h_m*(U_s-C_env) [kg 水/(m²·s)]，正=脱湿；h_m=8e-7 m/s（附录2 延用）
# rho_d,s=(650+128*U_s)/(1+U_s) [kg/m³]（附录2 湿密度 ρ=650+128C 除以 1+C，同 latent_scenario.py 口径）
# D_s=D_附2(C_s)=7e-9*exp(-0.89/C_s) [m²/s]；C_env 为附件1 环境水分（线性插值到 1 s 网格）
# 生成：python plot_all.py fig14
t_s,Cs_kg_kg,Ts_K,rho_d_s_kg_m3,j_w_kg_m2_s,D_s_m2_s,C_env_kg_kg
1069,1.698114,305.8126,321.4685,4.295580e-04,4.144571e-09,0.027818
1070,1.697799,305.8189,321.4911,4.295045e-04,4.144168e-09,0.027828
1071,1.697485,305.8252,321.5136,4.294512e-04,4.143766e-09,0.027838
1072,1.697170,305.8315,321.5362,4.293978e-04,4.143363e-09,0.027849
1073,1.696856,305.8379,321.5587,4.293445e-04,4.142961e-09,0.027859
1074,1.696542,305.8443,321.5813,4.292912e-04,4.142559e-09,0.027869
1075,1.696228,305.8506,321.6038,4.292379e-04,4.142157e-09,0.027879
1076,1.695914,305.8570,321.6263,4.291846e-04,4.141755e-09,0.027889
1077,1.695601,305.8634,321.6488,4.291314e-04,4.141353e-09,0.027900
1078,1.695288,305.8698,321.6713,4.290782e-04,4.140952e-09,0.027910
1079,1.694975,305.8762,321.6938,4.290251e-04,4.140550e-09,0.027920
1080,1.694662,305.8827,321.7163,4.289720e-04,4.140149e-09,0.027930
1081,1.694350,305.8890,321.7388,4.289201e-04,4.139748e-09,0.027935
1082,1.694037,305.8952,321.7612,4.288682e-04,4.139347e-09,0.027941
1083,1.693725,305.9013,321.7837,4.288163e-04,4.138946e-09,0.027946
1084,1.693413,305.9074,321.8061,4.287645e-04,4.138545e-09,0.027952
1085,1.693101,305.9135,321.8286,4.287127e-04,4.138145e-09,0.027957
1086,1.692790,305.9196,321.8510,4.286609e-04,4.137744e-09,0.027963
1087,1.692478,305.9256,321.8734,4.286092e-04,4.137344e-09,0.027969
1088,1.692167,305.9316,321.8958,4.285575e-04,4.136944e-09,0.027974
1089,1.691856,305.9376,321.9182,4.285058e-04,4.136544e-09,0.027980
1090,1.691545,305.9435,321.9406,4.284541e-04,4.136144e-09,0.027985
1091,1.691235,305.9495,321.9630,4.284025e-04,4.135745e-09,0.027991
1092,1.690924,305.9554,321.9854,4.283509e-04,4.135345e-09,0.027996
1093,1.690614,305.9613,322.0078,4.282993e-04,4.134946e-09,0.028001
1094,1.690304,305.9672,322.0301,4.282477e-04,4.134546e-09,0.028007
1095,1.689994,305.9731,322.0525,4.281962e-04,4.134147e-09,0.028012
1096,1.689684,305.9789,322.0748,4.281447e-04,4.133748e-09,0.028018
1097,1.689375,305.9848,322.0971,4.280933e-04,4.133350e-09,0.028023
1098,1.689066,305.9906,322.1195,4.280418e-04,4.132951e-09,0.028029
1099,1.688757,305.9964,322.1418,4.279904e-04,4.132552e-09,0.028035
1100,1.688448,306.0022,322.1641,4.279390e-04,4.132154e-09,0.028040
1101,1.688139,306.0081,322.1864,4.278877e-04,4.131756e-09,0.028046
1102,1.687831,306.0138,322.2086,4.278364e-04,4.131358e-09,0.028051
1103,1.687523,306.0196,322.2309,4.277851e-04,4.130960e-09,0.028057
1104,1.687215,306.0254,322.2532,4.277338e-04,4.130562e-09,0.028062
1105,1.686907,306.0312,322.2754,4.276825e-04,4.130165e-09,0.028067
1106,1.686599,306.0369,322.2977,4.276313e-04,4.129767e-09,0.028073
1107,1.686292,306.0427,322.3199,4.275801e-04,4.129370e-09,0.028078
1108,1.685984,306.0484,322.3421,4.275290e-04,4.128973e-09,0.028084
1109,1.685677,306.0542,322.3644,4.274778e-04,4.128576e-09,0.028089
1110,1.685371,306.0599,322.3866,4.274267e-04,4.128179e-09,0.028095
1111,1.685064,306.0656,322.4088,4.273756e-04,4.127782e-09,0.028101
1112,1.684757,306.0714,322.4310,4.273246e-04,4.127386e-09,0.028106
1113,1.684451,306.0771,322.4532,4.272736e-04,4.126989e-09,0.028112
1114,1.684145,306.0828,322.4753,4.272226e-04,4.126593e-09,0.028117
1115,1.683839,306.0885,322.4975,4.271716e-04,4.126197e-09,0.028123
1116,1.683534,306.0942,322.5196,4.271207e-04,4.125801e-09,0.028128
1117,1.683228,306.0998,322.5418,4.270698e-04,4.125405e-09,0.028133
1118,1.682923,306.1055,322.5639,4.270189e-04,4.125010e-09,0.028139
1119,1.682618,306.1112,322.5860,4.269680e-04,4.124614e-09,0.028144
1120,1.682313,306.1169,322.6082,4.269172e-04,4.124219e-09,0.028150
1121,1.682008,306.1225,322.6303,4.268664e-04,4.123823e-09,0.028155
1122,1.681704,306.1282,322.6524,4.268156e-04,4.123428e-09,0.028161
1123,1.681399,306.1339,322.6745,4.267648e-04,4.123033e-09,0.028167
1124,1.681095,306.1395,322.6965,4.267141e-04,4.122639e-09,0.028172
1125,1.680791,306.1452,322.7186,4.266634e-04,4.122244e-09,0.028178
1126,1.680488,306.1508,322.7407,4.266128e-04,4.121850e-09,0.028183
1127,1.680184,306.1564,322.7627,4.265621e-04,4.121455e-09,0.028189
1128,1.679881,306.1621,322.7848,4.265115e-04,4.121061e-09,0.028194
1129,1.679578,306.1677,322.8068,4.264609e-04,4.120667e-09,0.028199
1130,1.679275,306.1733,322.8288,4.264104e-04,4.120273e-09,0.028205
1131,1.678972,306.1789,322.8509,4.263598e-04,4.119879e-09,0.028210
1132,1.678669,306.1846,322.8729,4.263093e-04,4.119486e-09,0.028216
1133,1.678367,306.1902,322.8949,4.262588e-04,4.119092e-09,0.028222
1134,1.678065,306.1958,322.9169,4.262084e-04,4.118699e-09,0.028227
1135,1.677763,306.2014,322.9388,4.261580e-04,4.118306e-09,0.028233
1136,1.677461,306.2070,322.9608,4.261076e-04,4.117913e-09,0.028238
1137,1.677160,306.2126,322.9828,4.260572e-04,4.117520e-09,0.028244
1138,1.676858,306.2182,323.0047,4.260068e-04,4.117127e-09,0.028249
1139,1.676557,306.2238,323.0267,4.259565e-04,4.116735e-09,0.028255
1140,1.676256,306.2294,323.0486,4.259062e-04,4.116342e-09,0.028260
1141,1.675955,306.2350,323.0705,4.258546e-04,4.115950e-09,0.028271
1142,1.675655,306.2407,323.0924,4.258030e-04,4.115558e-09,0.028282
1143,1.675354,306.2463,323.1144,4.257514e-04,4.115166e-09,0.028293
1144,1.675054,306.2520,323.1362,4.256999e-04,4.114774e-09,0.028303
1145,1.674754,306.2577,323.1581,4.256484e-04,4.114383e-09,0.028314
1146,1.674454,306.2634,323.1800,4.255969e-04,4.113992e-09,0.028325
1147,1.674155,306.2691,323.2019,4.255454e-04,4.113600e-09,0.028336
1148,1.673856,306.2749,323.2237,4.254940e-04,4.113209e-09,0.028347
1149,1.673557,306.2806,323.2455,4.254426e-04,4.112819e-09,0.028358
1150,1.673258,306.2863,323.2674,4.253912e-04,4.112428e-09,0.028368
1151,1.672959,306.2921,323.2892,4.253399e-04,4.112037e-09,0.028379
1152,1.672660,306.2978,323.3110,4.252886e-04,4.111647e-09,0.028390
1153,1.672362,306.3036,323.3328,4.252373e-04,4.111257e-09,0.028401
1154,1.672064,306.3093,323.3546,4.251860e-04,4.110867e-09,0.028412
1155,1.671766,306.3151,323.3764,4.251348e-04,4.110477e-09,0.028422
1156,1.671468,306.3209,323.3982,4.250836e-04,4.110087e-09,0.028433
1157,1.671171,306.3266,323.4199,4.250324e-04,4.109697e-09,0.028444
1158,1.670873,306.3324,323.4417,4.249813e-04,4.109308e-09,0.028455
1159,1.670576,306.3382,323.4634,4.249301e-04,4.108919e-09,0.028466
1160,1.670279,306.3440,323.4852,4.248791e-04,4.108529e-09,0.028477
1161,1.669983,306.3498,323.5069,4.248280e-04,4.108140e-09,0.028488
1162,1.669686,306.3556,323.5286,4.247769e-04,4.107752e-09,0.028498
1163,1.669390,306.3613,323.5503,4.247259e-04,4.107363e-09,0.028509
1164,1.669094,306.3671,323.5720,4.246749e-04,4.106974e-09,0.028520
1165,1.668798,306.3729,323.5937,4.246240e-04,4.106586e-09,0.028531
1166,1.668502,306.3787,323.6154,4.245730e-04,4.106198e-09,0.028542
1167,1.668206,306.3846,323.6371,4.245221e-04,4.105810e-09,0.028553
1168,1.667911,306.3904,323.6587,4.244713e-04,4.105422e-09,0.028563
1169,1.667616,306.3962,323.6804,4.244204e-04,4.105034e-09,0.028574
1170,1.667320,306.4020,323.7020,4.243696e-04,4.104646e-09,0.028585
1171,1.667026,306.4078,323.7237,4.243188e-04,4.104259e-09,0.028596
1172,1.666731,306.4136,323.7453,4.242680e-04,4.103871e-09,0.028607
1173,1.666437,306.4195,323.7669,4.242173e-04,4.103484e-09,0.028618
1174,1.666142,306.4253,323.7885,4.241665e-04,4.103097e-09,0.028628
1175,1.665848,306.4311,323.8101,4.241158e-04,4.102710e-09,0.028639
1176,1.665554,306.4370,323.8317,4.240652e-04,4.102323e-09,0.028650
1177,1.665261,306.4428,323.8533,4.240145e-04,4.101937e-09,0.028661
1178,1.664967,306.4486,323.8748,4.239639e-04,4.101550e-09,0.028672
1179,1.664674,306.4545,323.8964,4.239133e-04,4.101164e-09,0.028682
1180,1.664381,306.4603,323.9180,4.238628e-04,4.100778e-09,0.028693
1181,1.664088,306.4662,323.9395,4.238122e-04,4.100392e-09,0.028704
1182,1.663795,306.4720,323.9610,4.237617e-04,4.100006e-09,0.028715
1183,1.663502,306.4779,323.9826,4.237112e-04,4.099620e-09,0.028726
1184,1.663210,306.4837,324.0041,4.236608e-04,4.099235e-09,0.028737
1185,1.662918,306.4896,324.0256,4.236103e-04,4.098849e-09,0.028748
1186,1.662626,306.4954,324.0471,4.235599e-04,4.098464e-09,0.028758
1187,1.662334,306.5013,324.0686,4.235096e-04,4.098079e-09,0.028769
1188,1.662042,306.5071,324.0901,4.234592e-04,4.097694e-09,0.028780
1189,1.661751,306.5130,324.1115,4.234089e-04,4.097309e-09,0.028791
1190,1.661459,306.5189,324.1330,4.233586e-04,4.096924e-09,0.028802
1191,1.661168,306.5247,324.1545,4.233083e-04,4.096539e-09,0.028813
1192,1.660877,306.5306,324.1759,4.232580e-04,4.096155e-09,0.028823
1193,1.660586,306.5365,324.1973,4.232078e-04,4.095771e-09,0.028834
1194,1.660296,306.5423,324.2188,4.231576e-04,4.095387e-09,0.028845
1195,1.660005,306.5482,324.2402,4.231074e-04,4.095003e-09,0.028856
1196,1.659715,306.5541,324.2616,4.230573e-04,4.094619e-09,0.028867
1197,1.659425,306.5600,324.2830,4.230071e-04,4.094235e-09,0.028878
1198,1.659135,306.5659,324.3044,4.229570e-04,4.093851e-09,0.028888
1199,1.658846,306.5717,324.3258,4.229070e-04,4.093468e-09,0.028899
1200,1.658556,306.5776,324.3472,4.228569e-04,4.093085e-09,0.028910
1201,1.658267,306.5834,324.3685,4.228084e-04,4.092701e-09,0.028915
1202,1.657978,306.5892,324.3899,4.227599e-04,4.092318e-09,0.028920
1203,1.657689,306.5949,324.4113,4.227114e-04,4.091935e-09,0.028925
1204,1.657400,306.6006,324.4326,4.226630e-04,4.091552e-09,0.028930
1205,1.657111,306.6063,324.4540,4.226145e-04,4.091169e-09,0.028935
1206,1.656822,306.6119,324.4753,4.225661e-04,4.090787e-09,0.028940
1207,1.656534,306.6175,324.4966,4.225177e-04,4.090404e-09,0.028945
1208,1.656246,306.6231,324.5180,4.224693e-04,4.090022e-09,0.028950
1209,1.655958,306.6287,324.5393,4.224210e-04,4.089639e-09,0.028955
1210,1.655670,306.6343,324.5606,4.223727e-04,4.089257e-09,0.028960
1211,1.655382,306.6399,324.5819,4.223244e-04,4.088875e-09,0.028965
1212,1.655094,306.6454,324.6032,4.222761e-04,4.088493e-09,0.028970
1213,1.654807,306.6509,324.6245,4.222278e-04,4.088111e-09,0.028975
1214,1.654520,306.6565,324.6458,4.221796e-04,4.087729e-09,0.028980
1215,1.654232,306.6620,324.6670,4.221314e-04,4.087348e-09,0.028985
1216,1.653946,306.6675,324.6883,4.220832e-04,4.086966e-09,0.028990
1217,1.653659,306.6730,324.7095,4.220351e-04,4.086585e-09,0.028995
1218,1.653372,306.6784,324.7308,4.219869e-04,4.086204e-09,0.029000
1219,1.653086,306.6839,324.7520,4.219388e-04,4.085823e-09,0.029005
1220,1.652799,306.6894,324.7733,4.218907e-04,4.085442e-09,0.029010
1221,1.652513,306.6948,324.7945,4.218426e-04,4.085061e-09,0.029015
1222,1.652227,306.7002,324.8157,4.217946e-04,4.084680e-09,0.029020
1223,1.651942,306.7057,324.8369,4.217466e-04,4.084299e-09,0.029025
1224,1.651656,306.7111,324.8581,4.216986e-04,4.083919e-09,0.029030
1225,1.651371,306.7165,324.8793,4.216506e-04,4.083538e-09,0.029035
1226,1.651085,306.7219,324.9005,4.216027e-04,4.083158e-09,0.029040
1227,1.650800,306.7273,324.9217,4.215547e-04,4.082778e-09,0.029045
1228,1.650515,306.7327,324.9428,4.215068e-04,4.082398e-09,0.029050
1229,1.650231,306.7381,324.9640,4.214589e-04,4.082018e-09,0.029055
1230,1.649946,306.7435,324.9852,4.214111e-04,4.081639e-09,0.029060
1231,1.649661,306.7488,325.0063,4.213633e-04,4.081259e-09,0.029065
1232,1.649377,306.7542,325.0274,4.213154e-04,4.080880e-09,0.029070
1233,1.649093,306.7595,325.0486,4.212677e-04,4.080500e-09,0.029075
1234,1.648809,306.7649,325.0697,4.212199e-04,4.080121e-09,0.029080
1235,1.648525,306.7702,325.0908,4.211721e-04,4.079742e-09,0.029085
1236,1.648242,306.7756,325.1119,4.211244e-04,4.079363e-09,0.029090
1237,1.647958,306.7809,325.1330,4.210767e-04,4.078984e-09,0.029095
1238,1.647675,306.7862,325.1541,4.210291e-04,4.078605e-09,0.029100
1239,1.647392,306.7915,325.1752,4.209814e-04,4.078227e-09,0.029105
1240,1.647109,306.7968,325.1963,4.209338e-04,4.077848e-09,0.029110
1241,1.646826,306.8022,325.2173,4.208862e-04,4.077470e-09,0.029115
1242,1.646544,306.8075,325.2384,4.208386e-04,4.077092e-09,0.029120
1243,1.646261,306.8128,325.2594,4.207910e-04,4.076714e-09,0.029125
1244,1.645979,306.8180,325.2805,4.207435e-04,4.076336e-09,0.029130
1245,1.645697,306.8233,325.3015,4.206960e-04,4.075958e-09,0.029135
1246,1.645415,306.8286,325.3226,4.206485e-04,4.075580e-09,0.029140
1247,1.645133,306.8339,325.3436,4.206010e-04,4.075203e-09,0.029145
1248,1.644851,306.8391,325.3646,4.205536e-04,4.074825e-09,0.029150
1249,1.644570,306.8444,325.3856,4.205062e-04,4.074448e-09,0.029155
1250,1.644289,306.8497,325.4066,4.204588e-04,4.074071e-09,0.029160
1251,1.644007,306.8549,325.4276,4.204114e-04,4.073693e-09,0.029165
1252,1.643726,306.8602,325.4486,4.203641e-04,4.073317e-09,0.029170
1253,1.643446,306.8654,325.4695,4.203167e-04,4.072940e-09,0.029175
1254,1.643165,306.8707,325.4905,4.202694e-04,4.072563e-09,0.029180
1255,1.642885,306.8759,325.5115,4.202222e-04,4.072186e-09,0.029185
1256,1.642604,306.8811,325.5324,4.201749e-04,4.071810e-09,0.029190
1257,1.642324,306.8864,325.5534,4.201277e-04,4.071434e-09,0.029195
1258,1.642044,306.8916,325.5743,4.200805e-04,4.071057e-09,0.029200
1259,1.641764,306.8968,325.5952,4.200333e-04,4.070681e-09,0.029205
1260,1.641485,306.9020,325.6161,4.199861e-04,4.070305e-09,0.029210
1261,1.641205,306.9073,325.6371,4.199385e-04,4.069929e-09,0.029217
1262,1.640926,306.9128,325.6580,4.198910e-04,4.069554e-09,0.029223
1263,1.640647,306.9183,325.6789,4.198434e-04,4.069178e-09,0.029230
1264,1.640368,306.9239,325.6997,4.197959e-04,4.068803e-09,0.029237
1265,1.640089,306.9295,325.7206,4.197485e-04,4.068428e-09,0.029243
1266,1.639810,306.9351,325.7415,4.197010e-04,4.068052e-09,0.029250
1267,1.639532,306.9408,325.7624,4.196536e-04,4.067677e-09,0.029257
1268,1.639253,306.9465,325.7832,4.196062e-04,4.067303e-09,0.029263
1269,1.638975,306.9523,325.8041,4.195588e-04,4.066928e-09,0.029270
1270,1.638697,306.9581,325.8249,4.195114e-04,4.066553e-09,0.029277
1271,1.638419,306.9639,325.8457,4.194641e-04,4.066179e-09,0.029283
1272,1.638142,306.9697,325.8666,4.194167e-04,4.065804e-09,0.029290
1273,1.637864,306.9755,325.8874,4.193694e-04,4.065430e-09,0.029297
1274,1.637587,306.9814,325.9082,4.193222e-04,4.065056e-09,0.029303
1275,1.637310,306.9873,325.9290,4.192749e-04,4.064682e-09,0.029310
1276,1.637033,306.9932,325.9498,4.192277e-04,4.064308e-09,0.029317
1277,1.636756,306.9991,325.9706,4.191805e-04,4.063934e-09,0.029323
1278,1.636479,307.0051,325.9913,4.191333e-04,4.063561e-09,0.029330
1279,1.636202,307.0110,326.0121,4.190862e-04,4.063187e-09,0.029337
1280,1.635926,307.0170,326.0329,4.190390e-04,4.062814e-09,0.029343
1281,1.635650,307.0230,326.0536,4.189919e-04,4.062440e-09,0.029350
1282,1.635374,307.0290,326.0744,4.189448e-04,4.062067e-09,0.029357
1283,1.635098,307.0351,326.0951,4.188977e-04,4.061694e-09,0.029363
1284,1.634822,307.0411,326.1158,4.188507e-04,4.061321e-09,0.029370
1285,1.634547,307.0472,326.1366,4.188037e-04,4.060949e-09,0.029377
1286,1.634271,307.0532,326.1573,4.187567e-04,4.060576e-09,0.029383
1287,1.633996,307.0593,326.1780,4.187097e-04,4.060204e-09,0.029390
1288,1.633721,307.0654,326.1987,4.186627e-04,4.059831e-09,0.029397
1289,1.633446,307.0715,326.2194,4.186158e-04,4.059459e-09,0.029403
1290,1.633171,307.0777,326.2401,4.185689e-04,4.059087e-09,0.029410
1291,1.632896,307.0838,326.2607,4.185220e-04,4.058715e-09,0.029417
1292,1.632622,307.0900,326.2814,4.184751e-04,4.058343e-09,0.029423
1293,1.632348,307.0961,326.3021,4.184283e-04,4.057971e-09,0.029430
1294,1.632073,307.1023,326.3227,4.183815e-04,4.057600e-09,0.029437
1295,1.631799,307.1085,326.3434,4.183347e-04,4.057228e-09,0.029443
1296,1.631526,307.1147,326.3640,4.182879e-04,4.056857e-09,0.029450
1297,1.631252,307.1209,326.3847,4.182411e-04,4.056485e-09,0.029457
1298,1.630978,307.1271,326.4053,4.181944e-04,4.056114e-09,0.029463
1299,1.630705,307.1334,326.4259,4.181477e-04,4.055743e-09,0.029470
1300,1.630432,307.1396,326.4465,4.181010e-04,4.055372e-09,0.029477
1301,1.630159,307.1459,326.4671,4.180543e-04,4.055002e-09,0.029483
1302,1.629886,307.1521,326.4877,4.180077e-04,4.054631e-09,0.029490
1303,1.629613,307.1584,326.5083,4.179610e-04,4.054260e-09,0.029497
1304,1.629341,307.1647,326.5289,4.179144e-04,4.053890e-09,0.029503
1305,1.629068,307.1710,326.5494,4.178679e-04,4.053520e-09,0.029510
1306,1.628796,307.1773,326.5700,4.178213e-04,4.053149e-09,0.029517
1307,1.628524,307.1836,326.5906,4.177748e-04,4.052779e-09,0.029523
1308,1.628252,307.1899,326.6111,4.177282e-04,4.052409e-09,0.029530
1309,1.627980,307.1963,326.6317,4.176817e-04,4.052040e-09,0.029537
1310,1.627708,307.2026,326.6522,4.176353e-04,4.051670e-09,0.029543
1311,1.627437,307.2090,326.6727,4.175888e-04,4.051300e-09,0.029550
1312,1.627165,307.2153,326.6932,4.175424e-04,4.050931e-09,0.029557
1313,1.626894,307.2217,326.7137,4.174960e-04,4.050562e-09,0.029563
1314,1.626623,307.2281,326.7343,4.174496e-04,4.050192e-09,0.029570
1315,1.626352,307.2345,326.7547,4.174032e-04,4.049823e-09,0.029577
1316,1.626082,307.2409,326.7752,4.173569e-04,4.049454e-09,0.029583
1317,1.625811,307.2473,326.7957,4.173106e-04,4.049086e-09,0.029590
1318,1.625541,307.2537,326.8162,4.172643e-04,4.048717e-09,0.029597
1319,1.625270,307.2601,326.8367,4.172180e-04,4.048348e-09,0.029603
1320,1.625000,307.2665,326.8571,4.171717e-04,4.047980e-09,0.029610
1321,1.624730,307.2729,326.8776,4.171243e-04,4.047611e-09,0.029621
1322,1.624461,307.2792,326.8980,4.170769e-04,4.047243e-09,0.029633
1323,1.624191,307.2854,326.9184,4.170295e-04,4.046875e-09,0.029644
1324,1.623922,307.2916,326.9389,4.169821e-04,4.046507e-09,0.029655
1325,1.623652,307.2977,326.9593,4.169347e-04,4.046140e-09,0.029667
1326,1.623383,307.3039,326.9797,4.168874e-04,4.045772e-09,0.029678
1327,1.623114,307.3100,327.0001,4.168401e-04,4.045405e-09,0.029689
1328,1.622846,307.3161,327.0205,4.167928e-04,4.045037e-09,0.029701
1329,1.622577,307.3222,327.0409,4.167456e-04,4.044670e-09,0.029712
1330,1.622309,307.3283,327.0612,4.166983e-04,4.044303e-09,0.029723
1331,1.622040,307.3343,327.0816,4.166511e-04,4.043936e-09,0.029735
1332,1.621772,307.3404,327.1020,4.166039e-04,4.043569e-09,0.029746
1333,1.621504,307.3464,327.1223,4.165568e-04,4.043203e-09,0.029757
1334,1.621237,307.3525,327.1426,4.165096e-04,4.042836e-09,0.029769
1335,1.620969,307.3585,327.1630,4.164625e-04,4.042470e-09,0.029780
1336,1.620702,307.3645,327.1833,4.164154e-04,4.042104e-09,0.029791
1337,1.620434,307.3705,327.2036,4.163683e-04,4.041738e-09,0.029803
1338,1.620167,307.3765,327.2239,4.163213e-04,4.041372e-09,0.029814
1339,1.619900,307.3824,327.2442,4.162743e-04,4.041006e-09,0.029825
1340,1.619633,307.3884,327.2645,4.162273e-04,4.040640e-09,0.029837
1341,1.619367,307.3944,327.2848,4.161803e-04,4.040274e-09,0.029848
1342,1.619100,307.4003,327.3051,4.161333e-04,4.039909e-09,0.029859
1343,1.618834,307.4063,327.3254,4.160864e-04,4.039543e-09,0.029871
1344,1.618568,307.4122,327.3456,4.160394e-04,4.039178e-09,0.029882
1345,1.618302,307.4181,327.3659,4.159925e-04,4.038813e-09,0.029893
1346,1.618036,307.4241,327.3861,4.159456e-04,4.038448e-09,0.029905
1347,1.617770,307.4300,327.4064,4.158988e-04,4.038083e-09,0.029916
1348,1.617504,307.4359,327.4266,4.158520e-04,4.037718e-09,0.029927
1349,1.617239,307.4418,327.4468,4.158051e-04,4.037354e-09,0.029939
1350,1.616974,307.4477,327.4670,4.157583e-04,4.036989e-09,0.029950
1351,1.616708,307.4536,327.4873,4.157116e-04,4.036625e-09,0.029961
1352,1.616443,307.4595,327.5075,4.156648e-04,4.036261e-09,0.029973
1353,1.616179,307.4654,327.5277,4.156181e-04,4.035896e-09,0.029984
1354,1.615914,307.4713,327.5478,4.155714e-04,4.035532e-09,0.029995
1355,1.615649,307.4772,327.5680,4.155247e-04,4.035169e-09,0.030007
1356,1.615385,307.4831,327.5882,4.154780e-04,4.034805e-09,0.030018
1357,1.615121,307.4890,327.6084,4.154314e-04,4.034441e-09,0.030029
1358,1.614857,307.4948,327.6285,4.153848e-04,4.034078e-09,0.030041
1359,1.614593,307.5007,327.6487,4.153382e-04,4.033714e-09,0.030052
1360,1.614329,307.5066,327.6688,4.152916e-04,4.033351e-09,0.030063
1361,1.614065,307.5124,327.6890,4.152450e-04,4.032988e-09,0.030075
1362,1.613802,307.5183,327.7091,4.151985e-04,4.032625e-09,0.030086
1363,1.613539,307.5241,327.7292,4.151520e-04,4.032262e-09,0.030097
1364,1.613276,307.5300,327.7493,4.151055e-04,4.031899e-09,0.030109
1365,1.613012,307.5358,327.7694,4.150590e-04,4.031536e-09,0.030120
1366,1.612750,307.5417,327.7895,4.150126e-04,4.031174e-09,0.030131
1367,1.612487,307.5475,327.8096,4.149661e-04,4.030811e-09,0.030143
1368,1.612224,307.5533,327.8297,4.149197e-04,4.030449e-09,0.030154
1369,1.611962,307.5592,327.8498,4.148733e-04,4.030087e-09,0.030165
1370,1.611700,307.5650,327.8698,4.148269e-04,4.029725e-09,0.030177
1371,1.611437,307.5708,327.8899,4.147806e-04,4.029363e-09,0.030188
1372,1.611175,307.5766,327.9100,4.147343e-04,4.029001e-09,0.030199
1373,1.610914,307.5825,327.9300,4.146880e-04,4.028639e-09,0.030211
1374,1.610652,307.5883,327.9501,4.146417e-04,4.028278e-09,0.030222
1375,1.610390,307.5941,327.9701,4.145954e-04,4.027916e-09,0.030233
1376,1.610129,307.5999,327.9901,4.145492e-04,4.027555e-09,0.030245
1377,1.609868,307.6057,328.0101,4.145029e-04,4.027193e-09,0.030256
1378,1.609607,307.6115,328.0301,4.144567e-04,4.026832e-09,0.030267
1379,1.609346,307.6173,328.0502,4.144105e-04,4.026471e-09,0.030279
1380,1.609085,307.6231,328.0701,4.143644e-04,4.026110e-09,0.030290
1381,1.608824,307.6289,328.0901,4.143202e-04,4.025749e-09,0.030294
1382,1.608563,307.6347,328.1101,4.142761e-04,4.025389e-09,0.030297
1383,1.608303,307.6405,328.1301,4.142320e-04,4.025028e-09,0.030301
1384,1.608043,307.6463,328.1501,4.141879e-04,4.024667e-09,0.030305
1385,1.607782,307.6520,328.1701,4.141438e-04,4.024306e-09,0.030308
1386,1.607522,307.6578,328.1901,4.140997e-04,4.023946e-09,0.030312
1387,1.607262,307.6635,328.2100,4.140557e-04,4.023585e-09,0.030316
1388,1.607002,307.6693,328.2300,4.140116e-04,4.023225e-09,0.030319
1389,1.606742,307.6750,328.2500,4.139676e-04,4.022865e-09,0.030323
1390,1.606482,307.6808,328.2699,4.139236e-04,4.022505e-09,0.030327
1391,1.606223,307.6865,328.2899,4.138796e-04,4.022144e-09,0.030330
1392,1.605963,307.6923,328.3098,4.138357e-04,4.021784e-09,0.030334
1393,1.605704,307.6980,328.3297,4.137917e-04,4.021425e-09,0.030338
1394,1.605445,307.7037,328.3497,4.137478e-04,4.021065e-09,0.030341
1395,1.605186,307.7094,328.3696,4.137039e-04,4.020705e-09,0.030345
1396,1.604927,307.7152,328.3895,4.136600e-04,4.020345e-09,0.030349
1397,1.604668,307.7209,328.4094,4.136161e-04,4.019986e-09,0.030352
1398,1.604410,307.7266,328.4293,4.135723e-04,4.019626e-09,0.030356
1399,1.604151,307.7323,328.4492,4.135284e-04,4.019267e-09,0.030360
1400,1.603893,307.7380,328.4691,4.134846e-04,4.018908e-09,0.030363
1401,1.603634,307.7437,328.4890,4.134408e-04,4.018549e-09,0.030367
1402,1.603376,307.7494,328.5089,4.133970e-04,4.018190e-09,0.030371
1403,1.603118,307.7551,328.5287,4.133533e-04,4.017831e-09,0.030374
1404,1.602860,307.7608,328.5486,4.133095e-04,4.017472e-09,0.030378
1405,1.602603,307.7665,328.5685,4.132658e-04,4.017113e-09,0.030382
1406,1.602345,307.7722,328.5883,4.132221e-04,4.016754e-09,0.030385
1407,1.602088,307.7779,328.6082,4.131784e-04,4.016396e-09,0.030389
1408,1.601830,307.7836,328.6280,4.131347e-04,4.016037e-09,0.030393
1409,1.601573,307.7893,328.6478,4.130910e-04,4.015679e-09,0.030396
1410,1.601316,307.7950,328.6677,4.130474e-04,4.015321e-09,0.030400
1411,1.601059,307.8007,328.6875,4.130038e-04,4.014963e-09,0.030404
1412,1.600802,307.8063,328.7073,4.129602e-04,4.014605e-09,0.030407
1413,1.600545,307.8120,328.7271,4.129166e-04,4.014247e-09,0.030411
1414,1.600289,307.8177,328.7469,4.128731e-04,4.013889e-09,0.030415
1415,1.600032,307.8234,328.7667,4.128295e-04,4.013531e-09,0.030418
1416,1.599776,307.8290,328.7865,4.127860e-04,4.013173e-09,0.030422
1417,1.599520,307.8347,328.8063,4.127425e-04,4.012816e-09,0.030426
1418,1.599264,307.8404,328.8261,4.126990e-04,4.012458e-09,0.030429
